colour	x	y	group	showSelectedlegendcolour	PANEL
#F8766D	70.0413902439025	1.98	15	East Asia & Pacific	1
#F8766D	70.4308780487805	1.821	15	East Asia & Pacific	1
#F8766D	70.8113902439025	1.683	15	East Asia & Pacific	1
#F8766D	71.1824146341463	1.568	15	East Asia & Pacific	1
#F8766D	71.5459756097561	1.484	15	East Asia & Pacific	1
#F8766D	63.9407073170732	4.858	16	East Asia & Pacific	1
#F8766D	64.3306341463415	4.722	16	East Asia & Pacific	1
#F8766D	64.7090975609756	4.593	16	East Asia & Pacific	1
#F8766D	65.0780731707317	4.463	16	East Asia & Pacific	1
#F8766D	65.4375853658537	4.334	16	East Asia & Pacific	1
#F8766D	65.7871219512195	4.209	16	East Asia & Pacific	1
#F8766D	61.6335853658537	6.938	18	East Asia & Pacific	1
#F8766D	62.0705853658537	6.925	18	East Asia & Pacific	1
#F8766D	62.5205853658537	6.894	18	East Asia & Pacific	1
#F8766D	62.9755853658537	6.842	18	East Asia & Pacific	1
#F8766D	63.4265853658537	6.77	18	East Asia & Pacific	1
#F8766D	63.8545853658537	6.682	18	East Asia & Pacific	1
#F8766D	55.7422682926829	7.569	19	East Asia & Pacific	1
#F8766D	56.1934390243903	7.546	19	East Asia & Pacific	1
#F8766D	56.5631707317073	7.497	19	East Asia & Pacific	1
#F8766D	56.8453902439024	7.413	19	East Asia & Pacific	1
#F8766D	57.0445853658537	7.294	19	East Asia & Pacific	1
#F8766D	57.1662926829268	7.144	19	East Asia & Pacific	1
#F8766D	49.9803902439024	6.076	20	East Asia & Pacific	1
#F8766D	50.6556829268293	6.012	20	East Asia & Pacific	1
#F8766D	51.3139268292683	5.914	20	East Asia & Pacific	1
#F8766D	51.9601219512195	5.781	20	East Asia & Pacific	1
#F8766D	52.585243902439	5.617	20	East Asia & Pacific	1
#F8766D	53.1732682926829	5.431	20	East Asia & Pacific	1
#F8766D	63.0292682926829	4.3	21	East Asia & Pacific	1
#F8766D	63.4780487804878	4.1757142857	21	East Asia & Pacific	1
#F8766D	63.9268292682927	4.0514285714	21	East Asia & Pacific	1
#F8766D	64.3756097560976	3.9271428571	21	East Asia & Pacific	1
#F8766D	64.8243902439024	3.8028571429	21	East Asia & Pacific	1
#F8766D	65.2731707317073	3.6785714286	21	East Asia & Pacific	1
#F8766D	71.2731707317073	3.158	22	East Asia & Pacific	1
#F8766D	71.7731707317073	3.194	22	East Asia & Pacific	1
#F8766D	71.8292682926829	3	22	East Asia & Pacific	1
#F8766D	71.6682926829268	2.696	22	East Asia & Pacific	1
#F8766D	71.9243902439024	2.57	22	East Asia & Pacific	1
#F8766D	72.219512195122	2.331	22	East Asia & Pacific	1
#F8766D	46.0409268292683	6.163	25	East Asia & Pacific	1
#F8766D	46.7274634146342	6.137	25	East Asia & Pacific	1
#F8766D	47.3813170731707	6.108	25	East Asia & Pacific	1
#F8766D	48.0148292682927	6.077	25	East Asia & Pacific	1
#F8766D	48.6373658536585	6.041	25	East Asia & Pacific	1
#F8766D	49.270512195122	6	25	East Asia & Pacific	1
#F8766D	60.7420731707317	6.264	26	East Asia & Pacific	1
#F8766D	61.0070243902439	6.152	26	East Asia & Pacific	1
#F8766D	61.2660243902439	6.041	26	East Asia & Pacific	1
#F8766D	61.5205609756098	5.931	26	East Asia & Pacific	1
#F8766D	61.7701219512195	5.824	26	East Asia & Pacific	1
#F8766D	62.015243902439	5.718	26	East Asia & Pacific	1
#F8766D	54.969512195122	6.101	27	East Asia & Pacific	1
#F8766D	55.469512195122	5.93	27	East Asia & Pacific	1
#F8766D	55.969512195122	5.755	27	East Asia & Pacific	1
#F8766D	56.469512195122	5.578	27	East Asia & Pacific	1
#F8766D	56.969512195122	5.402	27	East Asia & Pacific	1
#F8766D	57.469512195122	5.237	27	East Asia & Pacific	1
#F8766D	68.2814146341463	3.086	28	East Asia & Pacific	1
#F8766D	68.66	3.038	28	East Asia & Pacific	1
#F8766D	69.0659756097561	3.048	28	East Asia & Pacific	1
#F8766D	69.4784634146342	2.8	28	East Asia & Pacific	1
#F8766D	69.8854634146341	2.359	28	East Asia & Pacific	1
#F8766D	70.2714146341463	2.079	28	East Asia & Pacific	1
#F8766D	54.3877073170732	6.914	29	East Asia & Pacific	1
#F8766D	54.9066829268293	7.04	29	East Asia & Pacific	1
#F8766D	55.4386341463415	7.145	29	East Asia & Pacific	1
#F8766D	55.9770975609756	7.216	29	East Asia & Pacific	1
#F8766D	56.5105609756098	7.248	29	East Asia & Pacific	1
#F8766D	57.0305365853659	7.236	29	East Asia & Pacific	1
#F8766D	59.8366585365854	5.595	30	East Asia & Pacific	1
#F8766D	60.2802926829268	5.397	30	East Asia & Pacific	1
#F8766D	60.7300731707317	5.181	30	East Asia & Pacific	1
#F8766D	61.1890243902439	4.953	30	East Asia & Pacific	1
#F8766D	61.6651951219512	4.721	30	East Asia & Pacific	1
#F8766D	62.1719756097561	4.488	30	East Asia & Pacific	1
#F8766D	39.5288780487805	5.917	31	East Asia & Pacific	1
#F8766D	39.575243902439	5.751	31	East Asia & Pacific	1
#F8766D	39.0880975609756	5.541	31	East Asia & Pacific	1
#F8766D	38.082512195122	5.298	31	East Asia & Pacific	1
#F8766D	36.6681463414634	5.037	31	East Asia & Pacific	1
#F8766D	35.1138536585366	4.794	31	East Asia & Pacific	1
#F8766D	64.8850975609756	5.941	32	East Asia & Pacific	1
#F8766D	65.2048048780488	5.761	32	East Asia & Pacific	1
#F8766D	65.5079756097561	5.616	32	East Asia & Pacific	1
#F8766D	65.7950487804878	5.512	32	East Asia & Pacific	1
#F8766D	66.0660243902439	5.449	32	East Asia & Pacific	1
#F8766D	66.3233902439025	5.426	32	East Asia & Pacific	1
#F8766D	52.4798048780488	6.272	34	East Asia & Pacific	1
#F8766D	53.0796341463415	6.202	34	East Asia & Pacific	1
#F8766D	53.6794390243902	6.134	34	East Asia & Pacific	1
#F8766D	54.2792682926829	6.067	34	East Asia & Pacific	1
#F8766D	54.8786097560976	5.999	34	East Asia & Pacific	1
#F8766D	55.4799756097561	5.929	34	East Asia & Pacific	1
#F8766D	47.6914634146342	7.362	35	East Asia & Pacific	1
#F8766D	47.7492682926829	7.287	35	East Asia & Pacific	1
#F8766D	47.9240487804878	7.17	35	East Asia & Pacific	1
#F8766D	48.2728780487805	7.008	35	East Asia & Pacific	1
#F8766D	48.8243902439024	6.807	35	East Asia & Pacific	1
#F8766D	49.5998048780488	6.574	35	East Asia & Pacific	1
#F8766D	74.3336585365854	1.891	37	East Asia & Pacific	2
#F8766D	74.6634146341463	1.935	37	East Asia & Pacific	2
#F8766D	74.9048780487805	1.929	37	East Asia & Pacific	2
#F8766D	75.1463414634146	1.924	37	East Asia & Pacific	2
#F8766D	75.3878048780488	1.84	37	East Asia & Pacific	2
#F8766D	75.6292682926829	1.923	37	East Asia & Pacific	2
#F8766D	70.7172195121951	4.246	38	East Asia & Pacific	2
#F8766D	71.035756097561	4.103	38	East Asia & Pacific	2
#F8766D	71.3482926829268	3.992	38	East Asia & Pacific	2
#F8766D	71.6538292682927	3.906	38	East Asia & Pacific	2
#F8766D	71.9543658536585	3.843	38	East Asia & Pacific	2
#F8766D	72.2489024390244	3.794	38	East Asia & Pacific	2
#F8766D	38.6240731707317	5.862	39	East Asia & Pacific	2
#F8766D	41.9405853658537	6.255	39	East Asia & Pacific	2
#F8766D	45.2767317073171	6.57	39	East Asia & Pacific	2
#F8766D	48.2511951219512	6.758	39	East Asia & Pacific	2
#F8766D	50.6716097560976	6.802	39	East Asia & Pacific	2
#F8766D	52.4350243902439	6.711	39	East Asia & Pacific	2
#F8766D	66.9938048780488	2.632	40	East Asia & Pacific	2
#F8766D	67.2629268292683	2.589	40	East Asia & Pacific	2
#F8766D	67.5349024390244	2.586	40	East Asia & Pacific	2
#F8766D	67.7998536585366	2.602	40	East Asia & Pacific	2
#F8766D	68.0592682926829	2.625	40	East Asia & Pacific	2
#F8766D	68.3131463414634	2.639	40	East Asia & Pacific	2
#F8766D	63.0091463414634	3.907	41	East Asia & Pacific	2
#F8766D	63.2964634146341	3.864	41	East Asia & Pacific	2
#F8766D	63.5786829268293	3.813	41	East Asia & Pacific	2
#F8766D	63.8533414634146	3.755	41	East Asia & Pacific	2
#F8766D	64.1199756097561	3.693	41	East Asia & Pacific	2
#F8766D	64.3790975609756	3.629	41	East Asia & Pacific	2
#F8766D	64.4997073170732	3.971	42	East Asia & Pacific	2
#F8766D	65.2317804878049	3.897	42	East Asia & Pacific	2
#F8766D	65.93	3.839	42	East Asia & Pacific	2
#F8766D	66.5583414634146	3.79	42	East Asia & Pacific	2
#F8766D	67.1023414634146	3.745	42	East Asia & Pacific	2
#F8766D	67.5615365853659	3.698	42	East Asia & Pacific	2
#F8766D	69.3905365853659	3.247	43	East Asia & Pacific	2
#F8766D	69.6865365853659	3.173	43	East Asia & Pacific	2
#F8766D	69.9755365853659	3.12	43	East Asia & Pacific	2
#F8766D	70.2585365853659	3.088	43	East Asia & Pacific	2
#F8766D	70.5355365853659	3.076	43	East Asia & Pacific	2
#F8766D	70.8075365853659	3.079	43	East Asia & Pacific	2
#F8766D	74.6731707317073	2.047	44	East Asia & Pacific	2
#F8766D	75.3243902439025	1.933	44	East Asia & Pacific	2
#F8766D	75.4292682926829	1.86	44	East Asia & Pacific	2
#F8766D	75.2756097560976	1.722	44	East Asia & Pacific	2
#F8766D	76.0292682926829	1.559	44	East Asia & Pacific	2
#F8766D	76.4341463414634	1.491	44	East Asia & Pacific	2
#F8766D	57.5911219512195	4.43	45	East Asia & Pacific	2
#F8766D	58.0936097560976	4.301	45	East Asia & Pacific	2
#F8766D	58.5840975609756	4.167	45	East Asia & Pacific	2
#F8766D	59.0631219512195	4.028	45	East Asia & Pacific	2
#F8766D	59.5306341463415	3.887	45	East Asia & Pacific	2
#F8766D	59.9866585365854	3.745	45	East Asia & Pacific	2
#F8766D	76.0917073170732	1.75	46	East Asia & Pacific	2
#F8766D	76.4143902439025	1.74	46	East Asia & Pacific	2
#F8766D	76.9229268292683	1.77	46	East Asia & Pacific	2
#F8766D	76.9614634146342	1.8	46	East Asia & Pacific	2
#F8766D	77.3653658536585	1.81	46	East Asia & Pacific	2
#F8766D	77.650487804878	1.76	46	East Asia & Pacific	2
#F8766D	51.9048780487805	4.5	47	East Asia & Pacific	2
#F8766D	67.6986341463415	2.705	49	East Asia & Pacific	2
#F8766D	68.0829024390244	2.756	49	East Asia & Pacific	2
#F8766D	68.4544390243902	2.797	49	East Asia & Pacific	2
#F8766D	68.8146097560976	2.807	49	East Asia & Pacific	2
#F8766D	69.159243902439	2.779	49	East Asia & Pacific	2
#F8766D	69.4930731707317	2.716	49	East Asia & Pacific	2
#F8766D	65.8019512195122	2.83	50	East Asia & Pacific	2
#F8766D	66.3092682926829	2.66	50	East Asia & Pacific	2
#F8766D	66.7742682926829	2.42	50	East Asia & Pacific	2
#F8766D	67.2392682926829	2.08	50	East Asia & Pacific	2
#F8766D	67.8860975609756	1.96	50	East Asia & Pacific	2
#F8766D	68.5329268292683	1.67	50	East Asia & Pacific	2
#F8766D	48.7622195121951	6.277	51	East Asia & Pacific	2
#F8766D	49.1267073170732	6.315	51	East Asia & Pacific	2
#F8766D	49.5226829268293	6.345	51	East Asia & Pacific	2
#F8766D	49.9567073170732	6.363	51	East Asia & Pacific	2
#F8766D	50.4327804878049	6.369	51	East Asia & Pacific	2
#F8766D	50.9574146341463	6.361	51	East Asia & Pacific	2
#F8766D	73.2440487804878	1.665	52	East Asia & Pacific	2
#F8766D	73.5617073170732	1.777	52	East Asia & Pacific	2
#F8766D	73.8723902439024	1.882	52	East Asia & Pacific	2
#F8766D	74.1765853658537	1.966	52	East Asia & Pacific	2
#F8766D	74.4732926829268	2.021	52	East Asia & Pacific	2
#F8766D	74.7650243902439	2.04	52	East Asia & Pacific	2
#F8766D	67.4028536585366	3.789	53	East Asia & Pacific	2
#F8766D	67.7011219512195	3.753	53	East Asia & Pacific	2
#F8766D	67.9913902439024	3.725	53	East Asia & Pacific	2
#F8766D	68.2741951219512	3.702	53	East Asia & Pacific	2
#F8766D	68.550512195122	3.679	53	East Asia & Pacific	2
#F8766D	68.8198536585366	3.656	53	East Asia & Pacific	2
#F8766D	65.1835853658537	6.223	55	East Asia & Pacific	2
#F8766D	65.2895853658537	6.129	55	East Asia & Pacific	2
#F8766D	65.3735853658537	6.02	55	East Asia & Pacific	2
#F8766D	65.4535853658537	5.894	55	East Asia & Pacific	2
#F8766D	65.5395853658537	5.752	55	East Asia & Pacific	2
#F8766D	65.6365853658537	5.6	55	East Asia & Pacific	2
#F8766D	57.3329024390244	6.205	56	East Asia & Pacific	2
#F8766D	57.4783658536585	6.031	56	East Asia & Pacific	2
#F8766D	57.709	5.867	56	East Asia & Pacific	2
#F8766D	58.019243902439	5.707	56	East Asia & Pacific	2
#F8766D	58.4	5.547	56	East Asia & Pacific	2
#F8766D	58.826	5.376	56	East Asia & Pacific	2
#F8766D	55.0355853658537	4.565	57	East Asia & Pacific	2
#F8766D	55.1745853658537	4.449	57	East Asia & Pacific	2
#F8766D	55.2640975609756	4.346	57	East Asia & Pacific	2
#F8766D	55.3321219512195	4.248	57	East Asia & Pacific	2
#F8766D	55.4036341463415	4.153	57	East Asia & Pacific	2
#F8766D	55.5146585365854	4.056	57	East Asia & Pacific	2
#F8766D	66.569512195122	3.256	58	East Asia & Pacific	2
#F8766D	66.7024390243903	3.198	58	East Asia & Pacific	2
#F8766D	68.3170731707317	3.14	58	East Asia & Pacific	2
#F8766D	68.4666666666585	3.0933333333	58	East Asia & Pacific	2
#F8766D	68.6162601626098	3.0466666667	58	East Asia & Pacific	2
#F8766D	68.7658536585366	3	58	East Asia & Pacific	2
#F8766D	72.8292682926829	2.03	59	East Asia & Pacific	2
#F8766D	73.6219512195122	2.01	59	East Asia & Pacific	2
#F8766D	73.7243902439024	1.95	59	East Asia & Pacific	2
#F8766D	73.7756097560976	1.92	59	East Asia & Pacific	2
#F8766D	74.3707317073171	1.93	59	East Asia & Pacific	2
#F8766D	73.8292682926829	1.93	59	East Asia & Pacific	2
#F8766D	52.8837073170732	5.694	62	East Asia & Pacific	2
#F8766D	53.5312926829268	5.609	62	East Asia & Pacific	2
#F8766D	54.0581219512195	5.515	62	East Asia & Pacific	2
#F8766D	54.4456341463415	5.415	62	East Asia & Pacific	2
#F8766D	54.7004390243902	5.312	62	East Asia & Pacific	2
#F8766D	54.8522682926829	5.21	62	East Asia & Pacific	2
#F8766D	63.1697317073171	5.183	63	East Asia & Pacific	2
#F8766D	63.387	5.078	63	East Asia & Pacific	2
#F8766D	63.5998048780488	4.978	63	East Asia & Pacific	2
#F8766D	63.8091219512195	4.883	63	East Asia & Pacific	2
#F8766D	64.0134634146341	4.795	63	East Asia & Pacific	2
#F8766D	64.2143414634147	4.712	63	East Asia & Pacific	2
#F8766D	59.969512195122	4.81	64	East Asia & Pacific	2
#F8766D	60.468512195122	4.807	64	East Asia & Pacific	2
#F8766D	60.966512195122	4.816	64	East Asia & Pacific	2
#F8766D	61.464512195122	4.827	64	East Asia & Pacific	2
#F8766D	61.962512195122	4.836	64	East Asia & Pacific	2
#F8766D	62.463	4.838	64	East Asia & Pacific	2
#F8766D	71.681756097561	1.737	65	East Asia & Pacific	2
#F8766D	71.9121463414634	1.723	65	East Asia & Pacific	2
#F8766D	72.1640487804878	1.706	65	East Asia & Pacific	2
#F8766D	72.4510487804878	1.608	65	East Asia & Pacific	2
#F8766D	72.7820975609756	1.615	65	East Asia & Pacific	2
#F8766D	73.1641463414634	1.614	65	East Asia & Pacific	2
#F8766D	58.8907317073171	6.748	66	East Asia & Pacific	2
#F8766D	58.8833658536585	6.632	66	East Asia & Pacific	2
#F8766D	58.678756097561	6.525	66	East Asia & Pacific	2
#F8766D	58.3013902439024	6.431	66	East Asia & Pacific	2
#F8766D	57.7946829268293	6.349	66	East Asia & Pacific	2
#F8766D	57.2450487804878	6.278	66	East Asia & Pacific	2
#F8766D	65.4977804878049	3.392	67	East Asia & Pacific	2
#F8766D	66.3608536585366	3.202	67	East Asia & Pacific	2
#F8766D	67.2846341463415	3.024	67	East Asia & Pacific	2
#F8766D	68.2397073170732	2.859	67	East Asia & Pacific	2
#F8766D	69.1920487804878	2.707	67	East Asia & Pacific	2
#F8766D	70.0900487804878	2.571	67	East Asia & Pacific	2
#F8766D	34.6581463414634	4.767	68	East Asia & Pacific	2
#F8766D	36.2978292682927	4.956	68	East Asia & Pacific	2
#F8766D	38.0129024390244	5.13	68	East Asia & Pacific	2
#F8766D	39.550512195122	5.256	68	East Asia & Pacific	2
#F8766D	40.812512195122	5.324	68	East Asia & Pacific	2
#F8766D	41.7819024390244	5.336	68	East Asia & Pacific	2
#F8766D	67.55	5.553	69	East Asia & Pacific	2
#F8766D	67.7997317073171	5.532	69	East Asia & Pacific	2
#F8766D	68.0494878048781	5.475	69	East Asia & Pacific	2
#F8766D	68.2952926829268	5.385	69	East Asia & Pacific	2
#F8766D	68.5336585365854	5.266	69	East Asia & Pacific	2
#F8766D	68.7596585365854	5.128	69	East Asia & Pacific	2
#F8766D	58.5427073170732	5.575	71	East Asia & Pacific	2
#F8766D	59.1205609756098	5.503	71	East Asia & Pacific	2
#F8766D	59.6648780487805	5.43	71	East Asia & Pacific	2
#F8766D	60.1721219512195	5.356	71	East Asia & Pacific	2
#F8766D	60.6422682926829	5.282	71	East Asia & Pacific	2
#F8766D	61.0821951219512	5.209	71	East Asia & Pacific	2
#F8766D	55.6710731707317	5.39	72	East Asia & Pacific	2
#F8766D	56.9382926829268	5.194	72	East Asia & Pacific	2
#F8766D	58.1200243902439	5.004	72	East Asia & Pacific	2
#F8766D	59.2005365853659	4.813	72	East Asia & Pacific	2
#F8766D	60.1716829268293	4.622	72	East Asia & Pacific	2
#F8766D	61.0549024390244	4.432	72	East Asia & Pacific	2
#F8766D	76.9946341463415	1.902	74	East Asia & Pacific	3
#F8766D	77.2756097560976	1.849	74	East Asia & Pacific	3
#F8766D	77.3780487804878	1.888	74	East Asia & Pacific	3
#F8766D	77.8780487804878	1.859	74	East Asia & Pacific	3
#F8766D	77.8780487804878	1.842	74	East Asia & Pacific	3
#F8766D	77.8292682926829	1.822	74	East Asia & Pacific	3
#F8766D	73.6536585365854	3.532	75	East Asia & Pacific	3
#F8766D	73.9232195121951	3.435	75	East Asia & Pacific	3
#F8766D	74.1887804878049	3.321	75	East Asia & Pacific	3
#F8766D	74.4508292682927	3.197	75	East Asia & Pacific	3
#F8766D	74.7098780487805	3.064	75	East Asia & Pacific	3
#F8766D	74.9674146341464	2.929	75	East Asia & Pacific	3
#F8766D	55.3972926829268	5.741	76	East Asia & Pacific	3
#F8766D	55.5814634146342	5.605	76	East Asia & Pacific	3
#F8766D	55.7143902439024	5.464	76	East Asia & Pacific	3
#F8766D	55.8160487804878	5.301	76	East Asia & Pacific	3
#F8766D	55.9238536585366	5.113	76	East Asia & Pacific	3
#F8766D	56.0652682926829	4.903	76	East Asia & Pacific	3
#F8766D	69.4597317073171	2.336	77	East Asia & Pacific	3
#F8766D	69.6640243902439	2.219	77	East Asia & Pacific	3
#F8766D	69.8618292682927	2.106	77	East Asia & Pacific	3
#F8766D	70.0546341463415	2.007	77	East Asia & Pacific	3
#F8766D	70.2429268292683	1.927	77	East Asia & Pacific	3
#F8766D	70.4247317073171	1.868	77	East Asia & Pacific	3
#F8766D	65.5708536585366	3.398	78	East Asia & Pacific	3
#F8766D	65.7933170731707	3.374	78	East Asia & Pacific	3
#F8766D	66.011243902439	3.352	78	East Asia & Pacific	3
#F8766D	66.2241463414634	3.33	78	East Asia & Pacific	3
#F8766D	66.4335365853659	3.305	78	East Asia & Pacific	3
#F8766D	66.6389024390244	3.276	78	East Asia & Pacific	3
#F8766D	69.3337804878049	3.324	79	East Asia & Pacific	3
#F8766D	69.6715365853659	3.219	79	East Asia & Pacific	3
#F8766D	69.9952682926829	3.11	79	East Asia & Pacific	3
#F8766D	70.2994390243903	3.003	79	East Asia & Pacific	3
#F8766D	70.5870243902439	2.901	79	East Asia & Pacific	3
#F8766D	70.867512195122	2.805	79	East Asia & Pacific	3
#F8766D	72.0855365853659	3.131	80	East Asia & Pacific	3
#F8766D	72.3200487804878	3.124	80	East Asia & Pacific	3
#F8766D	72.5460487804878	3.114	80	East Asia & Pacific	3
#F8766D	72.7625609756098	3.101	80	East Asia & Pacific	3
#F8766D	72.9715609756098	3.086	80	East Asia & Pacific	3
#F8766D	73.1750731707317	3.067	80	East Asia & Pacific	3
#F8766D	77.3804878048781	1.272	81	East Asia & Pacific	3
#F8766D	77.8829268292683	1.281	81	East Asia & Pacific	3
#F8766D	77.6780487804878	1.347	81	East Asia & Pacific	3
#F8766D	78.0317073170732	1.342	81	East Asia & Pacific	3
#F8766D	78.5292682926829	1.355	81	East Asia & Pacific	3
#F8766D	78.6829268292683	1.295	81	East Asia & Pacific	3
#F8766D	62.1038536585366	3.122	82	East Asia & Pacific	3
#F8766D	62.4969024390244	3.024	82	East Asia & Pacific	3
#F8766D	62.8804634146341	2.934	82	East Asia & Pacific	3
#F8766D	63.2545365853659	2.849	82	East Asia & Pacific	3
#F8766D	63.6206097560976	2.771	82	East Asia & Pacific	3
#F8766D	63.9777073170732	2.699	82	East Asia & Pacific	3
#F8766D	78.8368292682927	1.54	83	East Asia & Pacific	3
#F8766D	79.1007317073171	1.53	83	East Asia & Pacific	3
#F8766D	79.1539024390244	1.502	83	East Asia & Pacific	3
#F8766D	79.2936585365854	1.458	83	East Asia & Pacific	3
#F8766D	79.6870731707317	1.5	83	East Asia & Pacific	3
#F8766D	79.5363414634147	1.422	83	East Asia & Pacific	3
#F8766D	58.1951219512195	3.8	84	East Asia & Pacific	3
#F8766D	59.4390243902439	4.5	85	East Asia & Pacific	3
#F8766D	70.4662682926829	2.406	86	East Asia & Pacific	3
#F8766D	70.1393170731707	2.391	86	East Asia & Pacific	3
#F8766D	69.4963414634146	2.38	86	East Asia & Pacific	3
#F8766D	68.5706097560976	2.363	86	East Asia & Pacific	3
#F8766D	67.4401707317073	2.338	86	East Asia & Pacific	3
#F8766D	66.2719024390244	2.306	86	East Asia & Pacific	3
#F8766D	71.2948780487805	1.59	87	East Asia & Pacific	3
#F8766D	71.730243902439	1.74	87	East Asia & Pacific	3
#F8766D	72.2060975609756	1.78	87	East Asia & Pacific	3
#F8766D	72.6819512195122	1.67	87	East Asia & Pacific	3
#F8766D	73.0381707317073	1.67	87	East Asia & Pacific	3
#F8766D	73.3943902439024	1.65	87	East Asia & Pacific	3
#F8766D	54.3082195121951	6.152	88	East Asia & Pacific	3
#F8766D	55.0806097560976	6.057	88	East Asia & Pacific	3
